nome,ingrediente,preparo,sabor
"Tortas das estrelas
","Massa:
- 3 ovos
- 2 xícaras (chá) de leite
- 1 Pacote de Creme de Galinha Maggi
- 1 xícara (chá) de farinha de trigo
- 1 Colher (sopa) de fermento em Pó
- manteiga para untar

Recheio:
- 1 pote de Cream Cheese Nestlé
- meia xícara (chá) de leite
- 1 cebola em rodelas pequena cortada em fatias finas
- 150 gramas de salame fatiado e picado
- meia xícara (chá) azeitonas verdes picadas
","Massa:
Bata no liquidificador os ovos, o leite e o creme de galinha . Transfira para uma vasilha, adicione a farinha e fermento e misture bem. Despeje em recipiente refratário médio (20 x 30 cm) untado e reserve.

Recheio:
Misture o Cream Cheese com o leite até formar uma pasta e coloque sobre a massa. Misture a cebola, o salame e as azeitonas e espalhe sobre a torta. Asse em forno médio-alto (200 C "") preaquecido, por cerca de 40 minutos ou Até dourar. Sirva fria ou quente.
",s
"Frango Supreme
","- 300 gramas de peito de frango cozido e desfiado
- 1/2 xícara de (chá) de ervilha em conserva
- 1/2 xícara de (chá) de milho em conserva
- 1 lata de molho de tomate
- 1 litro de leite
- 1 envelope de creme de cebola
- 1 lata de creme de leite
- 2 copos de requeijão
- 1 xícara (chá de batata palha","Em uma panela, coloque o frango, a ervilha, o milho e o molho de tomate.
Leve ao fogo baixo por cerca de 5 minutos ou até ferver . Reserve. Em uma panela grande, dissolva o creme de cebola no leite por cerca de 5 minutos, após iniciar fervura.Deslique o fogo e misture o creme de leite. Em um refratário (22 x 35 cm), Coloque uma camada de frango e outra de creme. Despeje o requeijão e leve o em fogo médio-alto(200""C) preaquecido, por cerca de 15 minutos ou até gratinar. Sirva com batata palha.",s
"Rabanadas Especiais
","- 1 lata de leite moça
- 1 colher(chá) de essencia de baunilha
- 20 fatias de pão francês amanhecido
- 3 ovos bem batidos
- óleo para fritar
- açúcar e canela em pó para polvilhar","Em uma tigela, misture bem o leite moça com uma xícara(chá) de água e a essência de baunilha. Passe os pedaços de pão nesta mistura e em seguida nos ovos batidos. Escorra e frite no óleo não muito quente, aos poucos até dourarem. Coloque no papel absorvente para escorrer o excesso de gordura e sirva as rabanadas polvilhada com açúcar e canela
",s
"Frango com polenta
","Para o frango:
- ½ xícara (chá) de óleo
- 1 kg e ½ de frango cortado em pedaços
- Suco de 1 limão
- 1 colher (sopa) de tempero pronto
- 1 cebola picada
- 250 ml de molho de tomate
- 1 xícara (chá) de cebolinha verde
- Sal e pimenta a gosto


Para a polenta:
- 2 colheres (sopa) de margarina
- 1 dente de alho amassado
- 1 litro de água
- 2 xícaras (chá) de fubá
- Sal a gosto
- 1 caixa de creme de leite (opcional)
- ½ xícara (chá) de queijo ralado para polvilhar","Tempere o frango com cebola picada, tempero pronto, suco de limão, sal e pimenta. Deixe no tempero por cerca de 30 minutos para pegar gosto.
Em uma frigideira aqueça o óleo e frite o frango. Junte o molho de tomate e cozinhe por uns 25 a 30 minutos. Retire da panela e polvilhe cebolinha.

Polenta:
Derreta a margarina e refogue o alho. Adicione a água (reserve um pouco) e deixe ferver. Acrescente o fubá dissolvido com a água reservada e o sal. Cozinhe por uns 15minutos até engrossar.
A seguir, coloque em um refratário (se desejar agregue creme de leite novamente). Polvilhe queijo ralado.

Fica uma maravilhosa! Bom Apetite!!",s
Coquetel Sonho de Valsa,"- 6 bombons tipo Sonho de Valsa
- 1 lata de leite condensado
- 1/2 medida da lata de refrigerante guaraná, soda ou champanhe","Bata no liquidificador os bombons tipo Sonho de Valsa, o leite condensado e a bebida. Bata bem e sirva.",b
Frango Assado Delicioso,"- 1 frango de 1 1/2 a 2 kilos
- 1 copo de suco de laranja ou abacaxi
- 1 colher (sopa) de tempero pronto
- 2 colheres (sopa) de mostarda
- 50 gramas de margarina

Farofa :
- 100 gramas de margarina
- 1 cebola grande
- 2 cenouras raladas
- 1/2 xícara (chá) de azeitonas verdes
- Pimentão vermelho
- Pimentão verde
- 1/2 xícara (chá) de salsinha
- 2 xícaras (chá) de farinha de milho
- 2 ovos cozidos
- Sal e pimenta a gosto","Em um refratário coloque o frango e tempere com suco de laranja (ou abacaxi), tempero pronto, mostarde e sal (opcional) misturados previamente. Deixe por no mínimo 1 horas. A seguir, espalhe a margarina sobre o frango. Leve ao forno pré aquecido 180°C por cerca de 2 horas. Sirva com a farofa.

Farofa :
Em uma frigideira derreta a margarina e refogue a cebola. Junte as cenouras raladas, sal e pimenta. Deixe murchar a cebola. Acrescente os pimentões verde e vermelho e azeitonas. Cozinhe por alguns minutos. Adicione a farinha de milho, ovos cozidos picados e a salsinha. Mexa e desligue",s
Arroz Natalino,"- 4 xícaras (chá) de arroz cozido
- 1/2 xícara (chá) de azeite
- 1 colher (sopa) de cebola picada
- 1 xícara (chá) de cenoura
- 1 lata de ervilha
- 1 xícara (chá) de milho verde
- 1 xícara (chá) de pimentão vermelho
- 1 gomo de linguiça portuguesa
- 1 xícara (chá) de azeitona portuguesa
- 1/2 xícara (chá) de uvas passas brancas
- 1/2 xícara (chá) de nozes picadas
- temperos a gosto
- 1 xícara (chá) de cebolinha verde
","Em uma frigideira aqueça o azeite e frite a linguiça
Adicione o pimentão, a cenoura (previamente aferventada), cebola, ervilhas e uvas passas
Cozinhe por alguns minutos
Junte as nozes, azeitonas, temperos a gosto (orégano, pimenta e sal)
Mexa e desligue
Agregue o arroz cozido
Decore com cebolinha",s
Pastel de Feira,"- 3 xícaras (chá) de farinha de trigo
- 1 xícara (chá) de água morna
- 1 colher (chá) de sal
- 1 colher (sopa) de óleo de milho
- 1 colher (sopa) de aguardente
- 1 colher (sopa) de vinagre branco
- óleo para fritar

RECHEIO:

- 3 colheres (sopa) de óleo
- 1/2 kg de carne moída
- 2 colheres (sopa) de cebola picada
- 2 tomates picados sem sementes
- 100g de azeitonas picadas
- 1 colher (sopa) de salsa e cebolinha
- sal e pimenta a gosto
","Recheio:
Em uma panela aqueça o óleo e frite a carne
Adicione cebola, tomates, sal e pimenta
Cozinhe por alguns minutos
Desligue
Agregue a salsa e a cebolinha

Massa:
Em um recipiente coloque a farinha (reserve um pouco), óleo e a água morna com o sal, vinagre e aguardente misturados previamente
Mexa para se agregarem
A seguir, abra a massa com auxílio do rolo sobre superfície enfarinhada
Modele os pastéis com cortador redondo
Empregue o recheio de carne ou a gosto
Feche
Aperte toda a extremidade com auxílio de um garfo
Frite em óleo quente
Escorra
",s
Rocambole de Paçoca,"Massa:
- 6 ovos (claras separadas)
- 8 colheres (sopa) de açúcar
- 8 colheres (sopa) de farinha de trigo
- 8 colheres (sopa) de água
- 1 colher (chá) de essência de baunilha
- 1 colher (sopa) de fermento em pó

Recheio:
- 300 g de doce de leite
- 12 paçocas
- 1 lata de creme de leite sem soro
- Marshmellow ou chantilly para decorar","Na vasilha da batedeira coloque as gemas e a água. Bata por uns 3 a 5 minutos até obter uma espuma.
Com a batedeira ligada, junte o açúcar aos poucos.
Desligue. Adicione a farinha aos poucos e mexa delicadamente. Agregue as claras em neve, o fermento e a essência de baunilha.
Coloque a massa obtida em uma assadeira retangular forrada com papel manteiga untado e polvilhado.
Leve ao forno pré-aquecido em 180ºC a 200ºC por uns 13 a 15 minutos.
A seguir, desenforme sobre um pano. Acerte as laterais com uma faca. Empregue o recheio. Enrole.
Decore com chantilly ou marshmellow ou açúcar de confeiteiro.

Recheio
Em um recipiente esfarele as paçocas e agregue o doce de leite e o creme de leite.
",d
Pavê Tropical,"- Creme
- 1 lata de leite condensado
- A mesma medida de leite
- 3 gemas
- 1 colher (sopa) de amido de milho
- 1 colher (chá) de essência de rum
- 1 lata de pêssego

Cobertura:
- 3 claras
- 6 colheres (sopa) de açúcar
- 1 lata de creme de leite
- Raspas de chocolate para decorar
","Creme :
Em uma panela coloque o leite (reserve um pouco), leite condensado, gemas levemente batidas e o amido de milho dissolvido no leite reservado. Mexa até engrossar (cerca de 6 minutos). Adicione a essência de rum, mexa e desligue. Coloque em um refratário.

Montagem :
Em um refratário retangular, espalhe um pouco do creme, folhar de waffles ou bolacha champagne, creme e os pêssegos em calda picados. Espalhe a cobertura. Decore com raspas de chocolate, pêssegos e amêndoas em lascas.

Cobertura :
Na batedeira coloque as claras e bata em neve adicionando o açúcar aos poucos. A seguir, agrege o creme de leite.

Dica: Se desejar, substitua a cobertura por chantilly",d
Torta Mil Folhas,"- 1º Recheio
- 700 ml de leite
- 1 xícara (chá) de açúcar
- 1 colher (chá) de essência de baunilha
- 3 gemas
- 4 colheres (sopa) de amido de milho
- 1 caixa de creme de leite

- 2º Recheio
- 500 g de chantilly
- 1 lata de pêssego

Decoração :
- Chantilly e fios de ovos","Asse a massa folhada conforme instruções do fabricante.

1º Recheio
Em uma panela coloque o leite(reserve um poucos), o açúcar, as gemas e o amido misturados no leite reservado. Leve ao fogo e cozinhe até engrossar.
Adicione a baunilha. Desligue e agregue o creme de leite. Reserve.
2º Recheio
Em um recipiente misture o chantilly e os pêssegos picados.

Montagem:
Em um refratário intercale em camadas um folha de massa folhada, o 1º recheio, folha de massa folhada, 2º recheio e folha de massa. Cubra com chantilly ou polvilhe açúcar de confeiteiro.
Decore com fios de ovos e cerejas.",d
Quiche de Palmito,"Massa:
- 2 xícaras (chá) de farinha de trigo
- 1 ovo
- 4 colheres (sopa) de margarina
- 3 colheres (sopa) de leite
- 1 colher (chá) de fermento em pó

- Recheio
- 2 colheres sopa de margarina
- 1 cebola picada
- 2 dentes de alho picados
- 350g de palmito
- 2 colheres (sopa) de vinho branco
- 1/2 xíc chá de azeitona preta picada
- Sal e pimenta a gosto

- Cobertura
- 4 ovos
- 1 lata de creme de leite
- 1/2 xícara (chá) de queijo parmesão ralado","Misture a farinha de trigo o ovo a margarina o leite e o fermento até formar uma massa homogênea Forre o fundo e as laterais de uma forma de 22cm de diâmetro com fundo removível e Reserve. Derreta a margarina doure a cebola o alho e refogue por dois minutos o palmito. Acrescente o vinho e deixe evaporar. Junte a azeitona o sal e a pimenta Deixe esfriar e distribua sobre a massa

No liquidificador bata bem os ovos o creme de leite e o queijo Despeje sobre a torta e asse no forno pré-aquecido a 200º até dourar
",s
"Talharim com rúcula e nozes
","- 4 tomates maduros sem sementes picados
- 4 colheres(sopa) de azeite
- 4 colheres(sopa) de azeitonas pretas sem caroço em rodelas
- 1 colher(sopa) de vinagre de vinho branco
- 2 colheres(sopa) de nozes picadas
- 2 colheres(sopa) de manjericão picado
- meia colher(sopa) FONDOR Maggi
- 1 pacote de macarrão tipo talharim (500grs)
- 2 colheres(sopa) de sal
- 1 maço de rúcula limpo e picado
- 4 colheres (sopa) de queijo parmesão ralado","Em uma vasilha grande e funda misture os tomates com o azeite , as azeitonas,o vinagre,as nozes, o manjericão e o FONDOR Maggi, e Reserve. Cozinhe o macarrão com sal até ficar ""al dente"". Escorra e reserve meia xícara da água do cozimento, misture o macarrão, os tomates reservados,e a rúcula e polvilhe queijo ralado e sirva a seguir.",s
"Pão de Óleo
","- 60 gramas de fermento para pão( 4 tabletes)
- 1 colher de sopa de açúcar
- 1 colher de sopa rasa de sal
- 250ml de leite
- 250ml de água
- 100 gramas de margarina
- 1/2 copo de óleo
- 4 ovos
- 1 k de farinha de trigo
- 200 gramas de linguiça de sua preferência ou bacon
- oregano a gosto","Frite primeiro a linguiça( depois pode usar o próprio óleo)
Junte todos os ingredientes e faça a massa , sove muito bem, deixe descansar até dobrar de volume. Faça os pães e coloque numa forma untada e polvilhada com farinha e leve para assar em forno pré aquecido.",s
"Sequilhos de Leite Condensado
","- 1 embalagem de 200 ml de Leite de Coco Sococo
- 1 Lata de leite condensado
- 1 Colher de sopa de manteiga
- 4 gemas
- raspas de casca de 1/2 limão
- 1pitada de sal
- 12 colheres de sopa de açúcar
- 600 grs de amido de milho ( ou mais se necessário)
- 1 colher de sobremesa de fermento em pó
","Bata na batedeira todos os ingredientes, exceto o açúcar, o fermento e o amido. Retire da batedeira, junte o açúcar e mexa bem com uma colher. Acrescente o fermento em pó e o amido de milho aos poucos e misture com as mãos até que não grude mais. Forme bolinhas, utilizando como medida uma colher de chá de massa. Coloque-as em assadeiras untadas. Asse em forno moderado, preaquecido, por cerca de 15 minutos ou até que os sequilhos estejam dourados na parte de baixo.",d
Biscoitos de Polvilho,"- 1 kg de polvilho doce
- 6 ovos inteiros
- 300 g de margarina
- 2 xícaras de açúcar
- 100 g de coco ralado","Junte todos os ingredientes e amasse até formar uma massa homogênea.Unte uma assadeira e faça bolinhas, asse em forno médio até dourar .",d
Almôndegas de Soja ao Sugo,"
- 02 e 1/2 xícaras (chá) de proteína de soja texturizada;
- 04 xícaras (chá) de água morna para hidratar a soja;
- 02 colheres (sopa) de cheiro verde picado;
- 03 colheres (sopa) de cebola picada;
- 02 dentes de alho picados;
- Sal a gosto;
- 02 colheres (sopa) de farinha de trigo;
- 02 ovos.
Molho:
- 01 xícara (chá) de tomates picados sem sementes;
- 02 colheres (sopa) de extrato de tomates;
- 02 colheres (sopa) de cebola picada;
- 02 colheres (sopa) de cheiro verde picado;
- 03 colheres (sopa) de óleo de soja;
- 03 xícaras (chá) de água;
- sal, alho e pimenta (a gosto).","Preparo da Massa:
Em um recipiente, coloque a proteína de soja; aqueça a água até que fique morna, e despeje sobre a soja; deixe a soja hidratar por 5 minutos, e escorra o excesso da água.Misture à massa os temperos: cheiro verde,cebola,alho e sal. Tempere a massa no dia anterior do preparo, para que o sabor dos temperos fique mais acentuado. Na hora do preparo, misture à massa a farinha de trigo e os ovos, para que a receita ganhe consistência e possa se formar os bolinhos. Untar uma assadeira média e deixar o forno pré aquecido a 180 ºC. Assar por 20 minutos.

Molho:
Refogar em óleo quente o alho, a cebola e o tomate, mexendo sempre.
Acrescentar o extrato de tomate, o sal e a água.
Tampar a panela, abaixando o fogo após a fervura.
Cozinhar por cinco minutos.
Desligar o fogo e adicionar o cheiro verde.
Arrumar as almôndegas em uma travessa e cobrí-las com o molho.
Servir em seguida.
Rendimento: 18 almôndegas. A quantidade pode variar de acordo com o tamanho de cada bolinho.

Dicas:
Se preferir preparar a receita sem proteína animal (ovos), substituir por pão umedecido e picado para consistência da massa.
No momento de servir, pode-se oferecer queijo parmesão ralado.",s
Bolo Cremoso de Coco,"Massa:
- 4 ½ xícaras de (chá) de farinha de trigo
- 4 xícaras de (chá) de açúcar
- 4 colheres de sopa de margarina
- 1 vidro pequeno de leite de coco sococo
- 1 xícara de (chá) de leite
- 6 ovos
- 1 colher de sopa de fermento em pó

Calda:
- 2 xícaras (chá) de açúcar
- 1 xícara (chá) de água
- 100 g de coco ralado flococo
","Bata as claras em neve, e reserve .Bata o açúcar com a manteiga ate obter um creme. Adicione as gemas e bata mais um pouco. Acrescente alternadamente a farinha, o leite de coco , a xícara de leite e por ultimo o fermento batendo ate obter uma massa lisa. Coloque as claras e mexa bem ate incorporar a massa. Leve ao forno médio , pré-aquecido por 20 a 25 minutos, em forma grande untada e polvilhada com farinha de trigo. Depois de assado, retire e , ainda quente coloque a calda, furando o bolo com garfo para penetrar bem.

Modo de preparar a calda:
Leve ao fogo o açúcar e água e deixe ferver ate formar uma calda rala.
Acrescente o coco, mexendo bem por 1 a 2 minutos. Retire e coloque sobre o bolo, espalhando bem.",d
"Biscoitinhos de Milho com Coco
","- 1 embalagem de 100g de Sweet Coco Sococo
- 2 ½ xícaras de chá de amido de milho
- 1 xícara de chá de açúcar
- 1 xícara de chá de margarina
- 1 xícara de chá de fubá de milho
- 1 pitada de sal
- 1 colher de sopa de fermento em pó
- 2 ovos","Misture todos os ingredientes secos, junte a margarina e os ovos e amasse bem. Faça os biscoitinhos e leve para assar.",d
"Biscoitinhos sem Farinha
","- 2 embalagem de 100g cada de Coco Ralado SOCOCO
- 1 lata de leite condensado
- Açúcar cristal para passar os biscoitos","Coloque o coco ralado Sococo em um refratário, vá acrescentando o leite condensado até o ponto de enrolar. Passe no açúcar, coloque em uma assadeira untada e enfarinhada e leve para assar em forno médio. Tirar antes de corar.",d
Bombocado Delicioso,"- 1 embalagem de 100gramas de flococo
- 2 xícaras de chá de mandioca crua
- 4 xícaras de chá de açúcar
- 8 ovos
- 2 colheres de sopa de margarina ou manteiga
- 2 colheres de sopa de farinha de trigo
- 1 colher de sopa de fermento em pó","Bata a mandioca no liquidificador com um pouco de água. Coloque sobre uma peneira fina para escorrer a água e reserve. Bata o açúcar com as gemas até ficar bem claro. Junte a manteiga, a farinha, o fermento, o flococo e a mandioca reservada. Misture bem, e por último, adicione as claras batidas em neve. Misture delicadamente e coloque numa assadeira redonda e untada e polvilhada de farinha. Leve ao forno pré-aquecido e moderado até assar. Desenforme e polvilhe açúcar.",d
Pão de Ló de Fubá,"- 1 copo de óleo (não muito cheio)
- 2 copos de fubá
- 2 copos de açúcar
- 2 copos de leite
- 4 ovos
- 1 colher de sopa de fermento em pó
- 1 pitada de sal
- erva doce","Colocar numa panela os ingredientes, exceto os ovos e o fermento. Levar ao fogo e ir mexendo com uma colher de pau até ferver e engrossar. Deixe esfriar, batendo de vez em quando. Colocar as gemas e mexer muito bem. Por último acrescentar as claras em neve e o fermento. Se quiser coloque coco ralado na massa e leva para assar.


Fica saboroso!! Bom apetite!!",s
"Carpaccio
","- 1kg de tomates bem maduros picados
- folhas de alface
- 2 cebolas picadas
- 2 dente de alho bem amassadinhos
- 1 xícara de azeite
- 1 xícara de água gelada
- 4 a 5 fatias de pão de forma sem casca picado
- 2 colher de sopa de vinagre
- sal e pimenta a gosto","Coloque todos os ingredientes menos o pão numa sopeira e misture tudo muito bem e leve à geladeira até a hora de servir, acrescente o pão e mexa. Esta sopa é servida no verão é muito saborosa!",s
"Molho aos quatro queijos
","- 1 copo de requeijão
- 150 gramas de queijo ralado
- 100 gramas de provolone ralado
- 50 gramas de gorgonzola ralado
- 1 lata de creme de leite
- 1/2 copo de leite
- 2 dente de alho em cubos pequenos
- 1 unidade de cebola em cubos pequenos
- 1 colher de (sobremesa) de manjericão
- 2 colheres de (sopa) de azeite
- sal e pimenta-do-reino branca a gosto","Em uma panela aqueça o azeite e coloque o alho e a cebola, deixando-os dourar. Em seguida coloque o leite, o requeijão. Misture bem até que o requeijão fique numa consistência cremosa. Logo em seguida coloque o queijo parmesão, o provolone e por último o gorgonzola, misturando sempre. Quando os queijos estiverem derretidos, acrescente o creme de leite, o sal e a pimenta a gosto. Por último coloque o manjericão e misture bem.
Sirva sobre macarrão ou na Lazanha e bom apetite!! Fica maravilhoso!",s
"Molho de queijo
","- 1 xícara de chá de maionese
- 3 colheres de sopa de leite
- 2 colheres de sopa de vinagre branco
- 2 colheres de sopa de queijo ralado
- 1/2 colher de sopa de açúcar
- 1/2 dente de alho amassado",misture bem todos os ingredientes e conserve na geladeira,s
"Molho de salada Turca
","- 1 xícara de chá de maionese
- 1 xícara de chá de iogurte natural
- 10 azeitonas (sem carço)
- salsa","Pique as azeitonas, a salsinha e misture todos os ingredientes. Servir sobre qualquer salada.",s
"Molho Branco
","- 2 colheres de sopa margarina
- 5 colheres de sopa de farinha de trigo
- 1 litro de leite","Coloca a margarina numa panela. Deixe aquecer. Junte a farinha e vá mexendo um pouco , não deixando escurecer. Vá acrescentando o leite aos poucos, sem deixar encaroçar, até que fique um creme de consistência regular. Tempere com sal e pimenta. Se desejar, coloque queijo ralado.",s
"Molho de Maionese
","- 1 xícara de chá de maionese
- 1/3 xícara de chá de catchup apimentado
- 2 colheres de sopa de caldo de limão","Coloque numa tijela e misture bem, ou no liquidificador. Conserve na geladeira e sirva sobre saladas.",s
"Pavê surpresa de morango
","- 1 pacote de bolacha maizena
- 1 lata de leite condensado
- 1 lata de creme de leite
- 1 lata de leite
- 2 gemas
- 2 colheres rasa de farinha de trigo
- 1 caixa de morangos
- 100 gramas de chocolate meio amargo
- 1 xícara c de chantily batido
- Morangos para decorar","Numa panela, coloque o leite condensado, as gemas levemente batidas e a farinha de trigo misturada com o leite. Mexa até engrossar, desligue do fogo e junte o creme de leite sem o soro. Divida o creme igualmente em dois refratários. Coloque em um deles (ainda quente) o chocolate ralado e mexa até derreter. A seguir, junte o creme chantily e os morangos picados (em ambos).

Montagem:
Coloque em camadas, num refratário, o creme claro, as bolachas esfareladas, os morangos e o creme de chocolate. Repita até se acabarem. Decore com chantily e morangos
",d
"Sopa Creme de Ervilha
","- ½ quilo de ervilha
- 1 colher (sopa) de manteiga
- ½ cebola
- 2 tabletes de caldo de carne
- 1 gomo de linguiça portuguesa
- Sal a gosto
- Queijo Ralado
- 1 litro de água","Deixe a ervilha de molho de um dia para o outro. Em uma panela, aqueça a manteiga e refogue a cebola. Junte os tabletes de caldo de carne, a água, o sal e a ervilha. Deixe ferver e, a seguir, adicione a linguiça portuguesa. Cozinhe por aproximadamente 1 hora (até a ervilha amolecer).se precisar coloque mais água. Sirva com queijo ralado",s
"Pavê Quero Mais
","- 1 pacote de bolacha champanhe
- 2 latas de creme de leite
- 1 refrigerante de guaraná pequeno
- 1/2 kg de goiabada","Cortar a goiabada em pedaços e bater com o creme de leite no liquidificador. Molhar as bolachas levemente no guaraná. Colocar no pirex em camadas alternadas, terminando com o creme. Decoração a gosto.",d
"Pavê de Pêssegos
","- 1 litro e meio de leite
- 1 lata de pêssegos em caldas
- 2 gemas
- 1 xícara (chá) de açúcar
- 1 tablete de margarina sem sal (100gramas) ou 4 colheres de sopa
- 2 colheres de (sopa) maizena
- 3 colheres de (sopa) farinha de trigo
- 1 colher de (chá) essência de baunilha
- 1 pacote de bolacha cream crakers (200 gramas)
- 2 xícaras de chá de creme de chantilly","Bata no liquidificador a calda de pêssegos, gemas, açúcar, margarina, maizena, farinha de trigo. Depois junte o leite quente e leve ao fogo até engrossar. Retire do fogo e acrescente a essência e o pêssego picado. Forre com papel alumínio o fundo e as laterais e coloque um pouco do creme quente e em seguida a camada de biscoitos. Repita a operação até finalizar, por último a camada de creme. Cubra com papel alumínio e leve a geladeira por 6 horas, desenforme e decore com chantilly
",d
"Bananas Douradas
","- 4 bananas nanicas maduras
- 2 colheres de sopa de mel
- 4 colheres de sopa de amendoím torradoe moído
- 2 colheres de sopa de farinha de rosca
- 2 colheres de sopa de margarina",Unte uma forma refratária. Arrume as bananas (cortadas ao meio) e regue-as com o mel. Salpique o amendoím e a farinha de rosca. Espalhe floquinhos de margarina por cima e leve ao forno médio por uns 15 minutos,d
"Pavê Delícia
","- 2 latas de creme de leite
- 200 gramas de margarina sem sal
- 200 gramas de açúcar
- 300 gramas de bolacha ( tipo maizena)
- 150 gramas de amendoim torrado e moído bem fino
- 1/2 litro de leite","Bata a margarina com o açúcar até clarear. Acrescente as gemas, uma a uma, batendo sempre. Junte à massa o amendoim e o creme de leite alternadamente. Unte uma forma média(pirex) e coloque uma camada de creme, uma de bolacha umedecida no leite, terminando com o creme. Leve a geladeira por umas quatro horas antes de servir",d
"Pavê Gostoso
","- 1 lata de leite condensado
- 1 lata de leite comum
- 3 ovos
- 1 pacote de bolacha champanhe
- 3 colheres de sopa de chocolate
- 1 refrigerante pequeno","Numa panela colocar o leite condensado, o leite comum e as gemas. Levar ao fogo e fazer um creme. Numa tigela colocar o refrigerante, o chocolate e 3/4 de xícara de água. Ir molhando as bolachas e colocando num pirex alternandamente com o creme.

Cobertura:
Bater 3 claras em neve e acrescentar 8 colheres de sopa de açúcar e bater novamente. Juntar o creme de leite( sem soro), mexer bem e despejar sobre o pavê.Levar a geladeira por duas horas antes de servir.
",d
Cassata,"- 9 colheres de sopa de água quente
- 4 colheres de sopa de achocolatado
- 4 gemas coadas
- 3 claras em neve
- 1 lata de leite condensado
- 1 lata de leite
- 1 lata de creme de leite sem soro","Para a calda: misture a água quente e o achocolatado e coloque numa forma de buraco no meio e reserve no freezer por 1 hora.
Em uma panela, coloque as gemas, o leite condensado, o leite e cozinhe até ferver.
Deixe esfriar e adicione o creme de leite e as claras em neve.
Coloque na forma reservada com a calda e retorne ao freezer por 8 horas.

Depois é só saborear esta delícia...",d
"Empadão de Carne
","- Pure de batata
- Carne picada cozida a gosto (sem muito molho)
- 2 latas de pomarola
- 1 cebola ralada
- 2 dentes de alho triturados
- sal
- pimenta
- 1 copo pequeno de vinho branco
- 1 Ovo batido para pincelar a superfície","Faz-se o purê de batata. Tempere a carne com 2 latas de pomarola 1 cebola, 2 dentes de alho triturados, sal, pimenta, 1 copo pequeno de vinho branco. Deixei refogar muito bem até o molho reduzir quase todo. Depois num recipiente refratário, coloca-se uma camada de pure, outra de carne picada e novamente de pure, pincele a superfície com o ovo batido e leve ao forno até gratinar.Servi com uma boa salada verde. É uma delícia...Bom Apetite

Dica: Você pode rechear também com",s
"Kibe Assado Recheado
","- 1 kg de patinho moído
- 800 ml de água quente
- 500 gramas de trigo para quibe
- 1 cebola ralada
- hortelã picada a gosto
- 1 colher de chá de pimenta síria
- 1 colher de sopa de sal
- 3 colheres de sopa de azeite de oliva
- 400 gramas de queijo ralado grosso","Hidratar o trigo na água quente por aproximadamente 8 minutos.
Misturar os demais ingredientes, exceto a mussarela. Untar uma travessa refratária retangular com azeite e forrar com metade da massa.Cobrir com a mussarela ralada e colocar o restante da massa. Cobrir com um pouco de azeite para dourar.Assar em forno pré-aquecido a 200ºC por cerca de 20 minutos.

Dica: Você pode usar também no recheio: alho poró, tomate, copa, presunto ralado, etc...",s
Bolo Mousse de Chocolate da Leda,"Massa:
- 1 pacote de bolo de chocolate de sua preferência( preparar como manda a embalagem) e reserve

Mousse:
- 2 copos de 250ml de mistura de creme para confeiteiro sabor baunilha
- 1 1/2 litro de leite
- 3 xícaras de chocolate em pó ( não é achocolatado)
- 1 lata de creme de leite sem soro
- 4 colheres de sopa de ovomaltine crocante ou chocolate granulado para polvilhar","Leve a fogo baixo a mistura de creme, o leite e o chocolate em pó e vá mexendo até ficar um creme, não deixar endurecer demais, desligue o fogo.
Depois coloque o creme de leite sem soro, misturando muito bem.
Agora é só montar o bolo. Num refratário coloque pedaços de bolo e camada de mouse depois o bolo e a última camada de mousse e polvilhe ovomaltine ou chocolate granulado e leve para gelar fica uma sobremesa deliciosa...",d
"Doce Casca de Melancia
","- 8 xícaras de casca de melancia tirando a parte verde
- 6 xícaras de açúcar
- 2 a 3 xícaras de água
- 1 e 1/2 xícara de coco ralado fresco ou 1 pacote de flococos de 100 gramas
- cravo e canela a gosto","Retire a casca verde da melancia, utilizando somente a polpa branca. Rale em ralador grosso e coloque um uma panela com os restantes dos ingredientes. Deixe cozinhar em fogo baixo até apurar... Depois é só servir gelado, é muito gostoso com fatias de queijo branco ou torradas...",d
"Pipoca com Provolone
","- Milho de pipoca ( a quantidade que quiser)
- Queijo provolone ( a quantidade que quiser)
- Óleo
- sal","Corte o queijo em cubos grandes e frite em bastante óleo, um pouco de cada vez, eu geralmente frito em uma panela pequena 3 a 4 cubos de queijo de cada vez, e não mexo até dourar um pouco, depois vire com cuidado. Depois de todos fritos, usar deste óleo o suficiente para estourar as pipocas. Tempere com sal a gosto e coma esta delícia assistindo a um bom filme.. Bom apetite!!

Na minha casa ninguém resisti esta minha pipoca com provolone!! é muito bom!!",s
